"No.","Time","Source","Destination","Protocol","Length","SAC, System Area Code","SIC, System Identification Code","Service Identification","LAT, Latitude, [\302\260]","LON, Longitude, [\302\260]","Target Address","Time of Message Reception for Position, [s]","Geometric Height, [ft]","NUCRNACV, Navigation Uncertainty Category for Velocity NUCr or the Navigation Accuracy Category for Velocity NACv","NUCPNIC, Navigation Uncertainty Category for Position NUCp or Navigation Integrity Category NIC","NICBARO, Navigation Integrity Category for Barometric Altitude","SIL, Surveillance (version 1) or Source (version 2) Integrity Level","NACP, Navigation Accuracy Category for Position","SILS, SIL-Supplement","SDA, Horizontal Position System Design Assurance Level (as Defined in Version 2)","GVA, Geometric Altitude Accuracy","PIC, Position Integrity Category","SRC, Source of the PIC","VN, Version Number","LTT, Link Technology Type","MODE3A, Mode-3/A Reply in Octal Representation","Flight Level, [FL]","BVR, Barometric Vertical Rate, [ft/min]","Target Identification","GS, Ground Speed Referenced to WGS-84, [NM/s]","TA, Track Angle Clockwise Reference to True North, [\302\260]","Emitter Category","ALT, Altitude, [ft]","Message Amplitude, [dBm]","Info"
"441","2025-10-15 05:29:02.001534Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.127788066864014","100.34264087677002","0x7502d9","19186.2890625","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1104","340","0","MXD164  ","0.1260986328125","359.6209716796875","75000 lbs < medium a/c < 300000 lbs","34025","-77",""
"442","2025-10-15 05:29:02.161030Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.688292026519775","102.15836763381958","0x50038e","19186.4453125","45400","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1319","430","","T7NEX   ","0.1328125","343.7237548828125","75000 lbs < medium a/c < 300000 lbs","43000","-74",""
"443","2025-10-15 05:29:02.275855Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.294358730316162","102.82904863357544","0x780457","19186.5625","36175","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340","125","CES5082 ","0.12847900390625","329.61181640625","75000 lbs < medium a/c < 300000 lbs","34025","-82",""
"444","2025-10-15 05:29:02.337404Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.001879692077637","98.96913528442383","0x885301","19186.625","18850","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","177.25","","THA207  ","0.1129150390625","206.751708984375","No ADS-B Emitter Category Information","","-83",""
"445","2025-10-15 05:29:02.456953Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.593904972076416","101.31207704544067","0x781dd7","19186.7421875","37250","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","855","350","0","CCA403  ","0.1290283203125","195.3533935546875","75000 lbs < medium a/c < 300000 lbs","35000","-74",""
"446","2025-10-15 05:29:02.538385Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.315365791320801","102.75722980499268","0x75021d","19186.8203125","38300","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","MAS755  ","0.130126953125","208.4271240234375","No ADS-B Emitter Category Information","","-83",""
"447","2025-10-15 05:29:02.898544Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.169219970703125","101.42670392990112","0x899115","19187.1796875","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.1336669921875","243.3306884765625","75000 lbs < medium a/c < 300000 lbs","36000","-82",""
"448","2025-10-15 05:29:02.987538Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.507090091705322","102.07884550094604","0x7500e4","19187.2734375","23350","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","220.25","","AXM6991 ","0.115478515625","188.580322265625","No ADS-B Emitter Category Information","","-76",""
"449","2025-10-15 05:29:02.992688Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","7.331357002258301","100.96459150314331","0x8855ed","19187.28125","5275","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","498","51.75","0","HSUOM   ","0.03973388671875","67.379150390625","Rotocraft","5025","-75",""
"450","2025-10-15 05:29:03.407506Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.081495761871338","101.55860424041748","0x76b863","19187.6953125","35200","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330.25","0","TGW625  ","0.1337890625","167.4041748046875","75000 lbs < medium a/c < 300000 lbs","33000","-80",""
"451","2025-10-15 05:29:03.496511Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.217137813568115","102.2234058380127","0x8a091f","19187.78125","36225","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3667","340.25","0","BTK7631 ","0.12701416015625","354.2266845703125","75000 lbs < medium a/c < 300000 lbs","34025","-75",""
"452","2025-10-15 05:29:03.647667Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","8.235433101654053","101.01857900619507","0x76d101","19187.9296875","30125","4","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3197","283.75","1218.75","TGW643  ","0.12103271484375","151.787109375","75000 lbs < medium a/c < 300000 lbs","31000","-73",""
"453","2025-10-15 05:29:03.663033Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.727511405944824","99.96479272842407","0x8a0817","19187.9453125","13325","1","8","1","3","8","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3556","127.25","-1025","LNI138  ","0.09136962890625","39.4464111328125","75000 lbs < medium a/c < 300000 lbs","7000","-82",""
"454","2025-10-15 05:29:03.705037Z","10.41.201.3","224.41.192.32","ASTERIX","117","0x84","0x33","0x0a","8.478505611419678","100.57595014572144","0x8880e8","19187.9921875","33000","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","510","310","","VJC808  ","0.12060546875","29.2236328125","75000 lbs < medium a/c < 300000 lbs","31000","-82",""
"455","2025-10-15 05:29:03.880758Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.331598281860352","101.42243385314941","0x8830e9","19188.1640625","37275","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","TLM268  ","0.1292724609375","174.3255615234375","No ADS-B Emitter Category Information","","-78",""
"456","2025-10-15 05:29:03.999394Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.358643054962158","99.09086465835571","0x880452","19188.28125","22025","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","208","","AIQ9161 ","0.10614013671875","69.9554443359375","No ADS-B Emitter Category Information","","-77",""
"457","2025-10-15 05:29:04.132569Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.864099979400635","100.79717874526978","0x76b448","19188.421875","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.1268310546875","153.885498046875","75000 lbs < medium a/c < 300000 lbs","37000","-77",""
"458","2025-10-15 05:29:04.388646Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.223794937133789","99.38241004943848","0x789292","19188.6796875","30325","2","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3176","285","318.75","CPA770  ","0.12738037109375","8.1463623046875","75000 lbs < medium a/c < 300000 lbs","35000","-87",""
"459","2025-10-15 05:29:04.459228Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.672735214233398","102.25842475891113","0x8832ba","19188.7421875","40425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","TLM101  ","0.12451171875","354.2376708984375","No ADS-B Emitter Category Information","","-79",""
"460","2025-10-15 05:29:04.547006Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.7828264236450195","100.34618139266968","0x704009","19188.828125","38200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","360","0","MMA502  ","0.12451171875","1.40625","75000 lbs < medium a/c < 300000 lbs","36000","-71",""
"461","2025-10-15 05:29:04.623954Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.874155521392822","100.61393022537231","0x7502b0","19188.90625","37225","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","MAS785  ","0.13372802734375","182.26318359375","No ADS-B Emitter Category Information","","-81",""
"462","2025-10-15 05:29:04.751413Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.4409708976745605","99.67777490615845","0x76b44b","19189.03125","31000","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3190","291.5","1150","SIA727  ","0.13507080078125","141.7620849609375","75000 lbs < medium a/c < 300000 lbs","33000","-75",""
"463","2025-10-15 05:29:04.961476Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.642536163330078","98.81354570388794","0x8015c1","19189.25","36175","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2128","340","0","AIC2146 ","0.1285400390625","313.0718994140625","75000 lbs < medium a/c < 300000 lbs","34025","-73",""
"464","2025-10-15 05:29:04.997291Z","10.41.201.3","224.41.192.32","ASTERIX","95","0x84","0x33","0x0a","6.936342716217041","100.39525508880615","0xadf025","19189.28125","","0","0","0","0","10","","","","","","DO-260A [Ref. 8]","1090 ES","","","","SITEMON ","","","Surface service vehicle","","-34",""
"465","2025-10-15 05:29:05.002553Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","10.098710060119629","100.6023645401001","0x8832b0","19189.2890625","35075","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","330","","TLM708  ","0.1319580078125","181.4447021484375","No ADS-B Emitter Category Information","","-87",""
"466","2025-10-15 05:29:05.085467Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","7.584578990936279","101.74854755401611","0x885306","19189.3671875","39425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","370","","THA413  ","0.1290283203125","166.1737060546875","No ADS-B Emitter Category Information","","-82",""
"467","2025-10-15 05:29:05.105997Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.565430641174316","99.15667533874512","0x8832d0","19189.390625","15150","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","144.25","","TLM807  ","0.10455322265625","2.28515625","No ADS-B Emitter Category Information","","-79",""
"468","2025-10-15 05:29:05.171248Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.90018367767334","99.31677103042603","0x880c4b","19189.453125","40400","1","8","1","3","8","Measured per flight-hour","3","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2186","380.25","0","AIQ3225 ","0.1326904296875","193.194580078125","75000 lbs < medium a/c < 300000 lbs","26025","-87",""
"469","2025-10-15 05:29:05.207170Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.699305057525635","100.36688804626465","0x75053f","19189.4921875","40325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1124","380","0","MAS788  ","0.12420654296875","1.2799072265625","75000 lbs < medium a/c < 300000 lbs","38025","-82",""
"470","2025-10-15 05:29:05.291672Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.285359859466553","102.06228017807007","0x702034","19189.578125","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","0","BBC584  ","0.132080078125","154.7259521484375","75000 lbs < medium a/c < 300000 lbs","37000","-85",""
"471","2025-10-15 05:29:05.374664Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.930522441864014","102.96624898910522","0x88510e","19189.6640625","40375","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1213","380","62.5","THA404  ","0.13458251953125","332.061767578125","300000 lbs <= heavy aircraft","38025","-76",""
"472","2025-10-15 05:29:05.395087Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","9.368398189544678","100.66577196121216","0x7020b2","19189.6796875","39325","1","0","1","3","0","Measured per flight-hour","2","1","","","ED102A/DO-260B [Ref. 10]","1090 ES","2509","370","0","UBG315  ","0.12908935546875","152.99560546875","75000 lbs < medium a/c < 300000 lbs","37000","-86",""
"473","2025-10-15 05:29:05.616638Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.2177815437316895","100.59830904006958","0x885972","19189.8984375","7125","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2372","68.75","-706.25","TVJ324  ","0.08673095703125","182.384033203125","75000 lbs < medium a/c < 300000 lbs","3000","-62",""
"474","2025-10-15 05:29:06.000431Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.696596145629883","102.15594291687012","0x50038e","19190.2890625","45400","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1319","430","","T7NEX   ","0.1328125","343.7237548828125","75000 lbs < medium a/c < 300000 lbs","43000","-75",""
"475","2025-10-15 05:29:06.031134Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.072153568267822","101.37642860412598","0x88044d","19190.3125","31725","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","297.25","","AIQ4252 ","0.12261962890625","171.7987060546875","No ADS-B Emitter Category Information","","-78",""
"476","2025-10-15 05:29:06.078039Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.832230091094971","100.49814462661743","0x880458","19190.3671875","28825","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","269.5","","AIQ323  ","0.12091064453125","177.8961181640625","No ADS-B Emitter Category Information","","-67",""
"477","2025-10-15 05:29:06.078270Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.136220932006836","100.34257650375366","0x7502d9","19190.3671875","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1104","340","0","MXD164  ","0.1260986328125","359.6209716796875","75000 lbs < medium a/c < 300000 lbs","34025","-74",""
"478","2025-10-15 05:29:06.088276Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.30139684677124","102.82490730285645","0x780457","19190.3671875","36175","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340","125","CES5082 ","0.12860107421875","329.501953125","75000 lbs < medium a/c < 300000 lbs","34025","-81",""
"479","2025-10-15 05:29:06.181741Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.586180210113525","101.30995273590088","0x781dd7","19190.46875","37250","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","855","350","0","CCA403  ","0.1287841796875","195.3863525390625","75000 lbs < medium a/c < 300000 lbs","35000","-76",""
"480","2025-10-15 05:29:06.346207Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.308070182800293","102.75328159332275","0x75021d","19190.6328125","38325","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","MAS755  ","0.130126953125","208.4271240234375","No ADS-B Emitter Category Information","","-81",""
"481","2025-10-15 05:29:06.732941Z","10.41.201.3","224.41.192.32","ASTERIX","99","0x84","0x33","0x0a","6.935741901397705","100.3936243057251","0x880c4c","19191.015625","","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","","","AIQ308  ","","","No ADS-B Emitter Category Information","","-39",""
"482","2025-10-15 05:29:06.836866Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.99379014968872","98.96503686904907","0x885301","19191.125","18650","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","175.5","","THA207  ","0.1126708984375","206.817626953125","No ADS-B Emitter Category Information","","-83",""
"483","2025-10-15 05:29:07.024975Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","7.3323655128479","100.96701622009277","0x8855ed","19191.3046875","5275","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","498","51.75","-62.5","HSUOM   ","0.03961181640625","67.752685546875","Rotocraft","5025","-76",""
"484","2025-10-15 05:29:07.256408Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.16486406326294","101.4179277420044","0x899115","19191.5390625","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.1339111328125","243.380126953125","75000 lbs < medium a/c < 300000 lbs","36000","-77",""
"485","2025-10-15 05:29:07.338684Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.498743057250977","102.07770824432373","0x7500e4","19191.625","23450","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","221.25","","AXM6991 ","0.1158447265625","187.020263671875","No ADS-B Emitter Category Information","","-87",""
"486","2025-10-15 05:29:07.494374Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.2255706787109375","102.22256898880005","0x8a091f","19191.78125","36225","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3667","340.25","0","BTK7631 ","0.12677001953125","354.2156982421875","75000 lbs < medium a/c < 300000 lbs","34025","-71",""
"487","2025-10-15 05:29:07.555526Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","8.228673934936523","101.02222681045532","0x76d101","19191.8359375","30200","4","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3197","284.5","1281.25","TGW643  ","0.12103271484375","151.787109375","75000 lbs < medium a/c < 300000 lbs","31000","-74",""
"488","2025-10-15 05:29:07.744880Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.072054386138916","101.5607500076294","0x76b863","19192.03125","35175","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330","0","TGW625  ","0.13385009765625","167.288818359375","75000 lbs < medium a/c < 300000 lbs","33000","-81",""
"489","2025-10-15 05:29:07.806333Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.323444366455078","101.42327070236206","0x8830e9","19192.09375","37275","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","TLM268  ","0.1292724609375","174.2047119140625","No ADS-B Emitter Category Information","","-77",""
"490","2025-10-15 05:29:07.890401Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.856847286224365","100.80078363418579","0x76b448","19192.1796875","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.127197265625","153.8250732421875","75000 lbs < medium a/c < 300000 lbs","37000","-77",""
"491","2025-10-15 05:29:08.084273Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.732768535614014","99.96910572052002","0x8a0817","19192.3671875","13250","1","8","1","3","8","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3556","126.5","-962.5","LNI138  ","0.09161376953125","39.3365478515625","75000 lbs < medium a/c < 300000 lbs","7000","-84",""
"492","2025-10-15 05:29:08.146860Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.361196517944336","99.09785985946655","0x880452","19192.4296875","22125","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","209","","AIQ9161 ","0.10650634765625","69.862060546875","No ADS-B Emitter Category Information","","-78",""
"493","2025-10-15 05:29:08.394716Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","8.486809730529785","100.58058500289917","0x8880e8","19192.6796875","33000","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","510","310","","VJC808  ","0.12060546875","29.2236328125","75000 lbs < medium a/c < 300000 lbs","31000","-78",""
"494","2025-10-15 05:29:08.599880Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.791280746459961","100.34641742706299","0x704009","19192.8828125","38200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","360","-62.5","MMA502  ","0.12451171875","1.40625","75000 lbs < medium a/c < 300000 lbs","36000","-72",""
"495","2025-10-15 05:29:08.615290Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.86520767211914","100.61360836029053","0x7502b0","19192.8984375","37225","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","MAS785  ","0.13372802734375","182.26318359375","No ADS-B Emitter Category Information","","-80",""
"496","2025-10-15 05:29:08.697660Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.6814470291137695","102.25752353668213","0x8832ba","19192.984375","40425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","TLM101  ","0.12451171875","354.2376708984375","No ADS-B Emitter Category Information","","-79",""
"497","2025-10-15 05:29:08.955824Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","10.089912414550781","100.60219287872314","0x8832b0","19193.2421875","35075","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","330","","TLM708  ","0.1319580078125","181.4447021484375","No ADS-B Emitter Category Information","","-87",""
"498","2025-10-15 05:29:09.007110Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.23349380493164","99.38397645950317","0x789292","19193.2890625","30350","2","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3176","285.25","318.75","CPA770  ","0.127685546875","9.0087890625","75000 lbs < medium a/c < 300000 lbs","35000","-75",""
"499","2025-10-15 05:29:09.042919Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.707222938537598","100.36708116531372","0x75053f","19193.328125","40325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1124","380","0","MAS788  ","0.12420654296875","1.2799072265625","75000 lbs < medium a/c < 300000 lbs","38025","-86",""
"500","2025-10-15 05:29:09.048112Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.648458480834961","98.80717277526855","0x8015c1","19193.3359375","36175","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2128","340","0","AIC2146 ","0.1285400390625","313.0718994140625","75000 lbs < medium a/c < 300000 lbs","34025","-76",""
"501","2025-10-15 05:29:09.095576Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.572404384613037","99.15701866149902","0x8832d0","19193.375","15350","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","146","","TLM807  ","0.10455322265625","2.5872802734375","No ADS-B Emitter Category Information","","-80",""
"502","2025-10-15 05:29:09.121278Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.2776994705200195","102.06588506698608","0x702034","19193.40625","39325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","0","BBC584  ","0.1322021484375","154.8907470703125","75000 lbs < medium a/c < 300000 lbs","37000","-82",""
"503","2025-10-15 05:29:09.219792Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","7.577455043792725","101.75034999847412","0x885306","19193.5078125","39425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","370","","THA413  ","0.1290283203125","166.1737060546875","No ADS-B Emitter Category Information","","-83",""
