"No.","Time","Source","Destination","Protocol","Length","SAC, System Area Code","SIC, System Identification Code","Service Identification","LAT, Latitude, [\302\260]","LON, Longitude, [\302\260]","Target Address","Time of Message Reception for Position, [s]","Geometric Height, [ft]","NUCRNACV, Navigation Uncertainty Category for Velocity NUCr or the Navigation Accuracy Category for Velocity NACv","NUCPNIC, Navigation Uncertainty Category for Position NUCp or Navigation Integrity Category NIC","NICBARO, Navigation Integrity Category for Barometric Altitude","SIL, Surveillance (version 1) or Source (version 2) Integrity Level","NACP, Navigation Accuracy Category for Position","SILS, SIL-Supplement","SDA, Horizontal Position System Design Assurance Level (as Defined in Version 2)","GVA, Geometric Altitude Accuracy","PIC, Position Integrity Category","SRC, Source of the PIC","VN, Version Number","LTT, Link Technology Type","MODE3A, Mode-3/A Reply in Octal Representation","Flight Level, [FL]","BVR, Barometric Vertical Rate, [ft/min]","Target Identification","GS, Ground Speed Referenced to WGS-84, [NM/s]","TA, Track Angle Clockwise Reference to True North, [\302\260]","Emitter Category","ALT, Altitude, [ft]","Message Amplitude, [dBm]","Info"
"64","2025-10-15 05:28:20.018447Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.165623188018799","101.36280298233032","0x88044d","19144.3046875","32475","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","304","","AIQ4252 ","0.1229248046875","171.815185546875","No ADS-B Emitter Category Information","","-79",""
"65","2025-10-15 05:28:20.044107Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.073076248168945","99.00533437728882","0x885301","19144.3359375","20625","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","193.75","","THA207  ","0.11480712890625","206.751708984375","No ADS-B Emitter Category Information","","-85",""
"66","2025-10-15 05:28:20.172135Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","8.176381587982178","101.53987169265747","0x76b863","19144.453125","35175","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330","0","TGW625  ","0.1336669921875","169.4586181640625","75000 lbs < medium a/c < 300000 lbs","33000","-80",""
"67","2025-10-15 05:28:20.306403Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","10.005111694335938","101.91932916641235","0x8a021d","19144.59375","40400","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","GIA866  ","0.12518310546875","342.169189453125","No ADS-B Emitter Category Information","","-83",""
"68","2025-10-15 05:28:20.601809Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.374452114105225","102.02043771743774","0x702034","19144.890625","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","0","BBC584  ","0.1314697265625","154.7369384765625","75000 lbs < medium a/c < 300000 lbs","37000","-79",""
"69","2025-10-15 05:28:20.695161Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.691802978515625","100.34414291381836","0x704009","19144.984375","38200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1123","360","0","MMA502  ","0.12420654296875","1.2799072265625","75000 lbs < medium a/c < 300000 lbs","36000","-70",""
"70","2025-10-15 05:28:20.891414Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.57781982421875","98.88283252716064","0x8015c1","19145.171875","36175","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2128","340","0","AIC2146 ","0.12835693359375","313.1597900390625","75000 lbs < medium a/c < 300000 lbs","34025","-78",""
"71","2025-10-15 05:28:20.947727Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.945939540863037","100.75660228729248","0x76b448","19145.234375","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3853","370","0","SIA761  ","0.1265869140625","153.83056640625","75000 lbs < medium a/c < 300000 lbs","37000","-83",""
"72","2025-10-15 05:28:21.004045Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","7.041313648223877","100.34326314926147","0x7502d9","19145.2890625","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1104","340","0","MXD164  ","0.1260986328125","359.6209716796875","75000 lbs < medium a/c < 300000 lbs","34025","-70",""
"73","2025-10-15 05:28:21.050713Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.84271764755249","103.01266193389893","0x88510e","19145.3359375","40375","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1213","380","0","THA404  ","0.13397216796875","332.05078125","300000 lbs <= heavy aircraft","38025","-86",""
"74","2025-10-15 05:28:21.091580Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.52388334274292","99.62378740310669","0x76b44b","19145.375","30125","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3190","283.5","1150","SIA727  ","0.13580322265625","149.91943359375","75000 lbs < medium a/c < 300000 lbs","33000","-74",""
"75","2025-10-15 05:28:21.400988Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","7.677619457244873","101.72563076019287","0x885306","19145.6875","39425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","370","","THA413  ","0.1292724609375","166.201171875","No ADS-B Emitter Category Information","","-73",""
"76","2025-10-15 05:28:21.502341Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.284901142120361","100.60120582580566","0x885972","19145.78125","7875","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2372","75.5","-1981.25","TVJ324  ","0.0950927734375","182.17529296875","75000 lbs < medium a/c < 300000 lbs","3000","-63",""
"77","2025-10-15 05:28:21.681492Z","10.41.201.3","224.41.192.32","ASTERIX","99","0x84","0x33","0x0a","6.935741901397705","100.3936243057251","0x880c4c","19145.96875","","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","","","AIQ308  ","","","No ADS-B Emitter Category Information","","-38",""
"78","2025-10-15 05:28:21.737800Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.602139472961426","102.18347311019897","0x50038e","19146.015625","45400","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1319","430","","T7NEX   ","0.1328125","343.7237548828125","75000 lbs < medium a/c < 300000 lbs","43000","-77",""
"79","2025-10-15 05:28:21.933856Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.134702682495117","99.37550067901611","0x789292","19146.21875","30025","2","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3176","282.25","450","CPA770  ","0.12432861328125","2.8179931640625","75000 lbs < medium a/c < 300000 lbs","35000","-83",""
"80","2025-10-15 05:28:21.944027Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","4.678072929382324","99.92415189743042","0x8a0817","19146.2265625","14075","1","8","1","3","8","Measured per flight-hour","2","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3556","134.25","-962.5","LNI138  ","0.09234619140625","39.627685546875","75000 lbs < medium a/c < 300000 lbs","7000","-85",""
"81","2025-10-15 05:28:22.068133Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","5.22000789642334","102.87290811538696","0x780457","19146.3515625","36200","1","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1198","340","0","CES5082 ","0.1282958984375","329.271240234375","75000 lbs < medium a/c < 300000 lbs","34025","-75",""
"82","2025-10-15 05:28:22.182597Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.92138671875","100.49202919006348","0x880458","19146.46875","30625","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","286.5","","AIQ323  ","0.122802734375","175.97900390625","No ADS-B Emitter Category Information","","-70",""
"83","2025-10-15 05:28:22.233933Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.5753254890441895","102.11596727371216","0x7500e4","19146.515625","22225","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","209.75","","AXM6991 ","0.11480712890625","220.97900390625","No ADS-B Emitter Category Information","","-75",""
"84","2025-10-15 05:28:22.401095Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","9.450945854187012","100.62345743179321","0x7020b2","19146.6875","39325","1","0","1","3","0","Measured per flight-hour","2","1","","","ED102A/DO-260B [Ref. 10]","1090 ES","2509","370","-62.5","UBG315  ","0.12884521484375","152.9351806640625","75000 lbs < medium a/c < 300000 lbs","37000","-82",""
"85","2025-10-15 05:28:22.651979Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.676881790161133","101.33495092391968","0x781dd7","19146.9375","37250","1","8","1","3","8","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","855","350","0","CCA403  ","0.1297607421875","195.523681640625","75000 lbs < medium a/c < 300000 lbs","35000","-77",""
"86","2025-10-15 05:28:22.714172Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","10.209410190582275","101.5076208114624","0x899115","19147","38300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1428","360","0","CAL731  ","0.133544921875","243.43505859375","75000 lbs < medium a/c < 300000 lbs","36000","-79",""
"87","2025-10-15 05:28:22.947607Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","8.406236171722412","100.53457975387573","0x8880e8","19147.234375","33025","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","510","310","","VJC808  ","0.12445068359375","33.15673828125","75000 lbs < medium a/c < 300000 lbs","31000","-80",""
"88","2025-10-15 05:28:23.077924Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","5.3907036781311035","102.79797792434692","0x75021d","19147.359375","38300","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","360","","MAS755  ","0.130126953125","208.4271240234375","No ADS-B Emitter Category Information","","-77",""
"89","2025-10-15 05:28:23.127323Z","10.41.201.3","224.41.192.32","ASTERIX","118","0x84","0x33","0x0a","10.455787181854248","101.66808128356934","0x880852","19147.4140625","36175","2","8","1","2","8","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","1170","340","","AIQ513  ","0.12261962890625","337.2088623046875","75000 lbs < medium a/c < 300000 lbs","34000","-81",""
"90","2025-10-15 05:28:23.163099Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","7.321271896362305","100.9400224685669","0x8855ed","19147.4453125","5275","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","498","51.75","-62.5","HSUOM   ","0.03961181640625","67.752685546875","Rotocraft","5025","-74",""
"91","2025-10-15 05:28:23.168300Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","7.131950855255127","102.23209619522095","0x8a091f","19147.453125","36200","1","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3667","340","0","BTK7631 ","0.1273193359375","354.1168212890625","75000 lbs < medium a/c < 300000 lbs","34025","-75",""
"92","2025-10-15 05:28:23.495422Z","10.41.201.3","224.41.192.32","ASTERIX","120","0x84","0x33","0x0a","8.30641508102417","100.98040580749512","0x76d101","19147.78125","29275","4","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3197","275.75","1218.75","TGW643  ","0.11883544921875","151.8145751953125","75000 lbs < medium a/c < 300000 lbs","29025","-74",""
"93","2025-10-15 05:28:23.552832Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","8.612852096557617","100.36489248275757","0x75053f","19147.8359375","40325","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","1124","380","0","MAS788  ","0.1239013671875","1.285400390625","75000 lbs < medium a/c < 300000 lbs","38025","-86",""
"94","2025-10-15 05:28:23.809918Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","8.333966732025146","99.02333736419678","0x880452","19148.09375","20625","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","194.75","","AIQ9161 ","0.10626220703125","69.8126220703125","No ADS-B Emitter Category Information","","-87",""
"95","2025-10-15 05:28:23.928917Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.157662391662598","101.36396169662476","0x88044d","19148.2109375","32400","0","6","0","0","0","Measured per flight-hour","0","0","10","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","303","","AIQ4252 ","0.1229248046875","171.815185546875","No ADS-B Emitter Category Information","","-81",""
"96","2025-10-15 05:28:23.939183Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","6.589093208312988","102.2667932510376","0x8832ba","19148.2265625","40425","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","TLM101  ","0.124755859375","354.3804931640625","No ADS-B Emitter Category Information","","-84",""
"97","2025-10-15 05:28:24.000752Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","8.167970180511475","101.54145956039429","0x76b863","19148.2890625","35175","4","8","1","3","9","Measured per flight-hour","3","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","3168","330","0","TGW625  ","0.1336669921875","169.34326171875","75000 lbs < medium a/c < 300000 lbs","33000","-77",""
"98","2025-10-15 05:28:24.085786Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.416956901550293","101.41357183456421","0x8830e9","19148.375","37275","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","350","","TLM268  ","0.1287841796875","173.9300537109375","No ADS-B Emitter Category Information","","-85",""
"99","2025-10-15 05:28:24.170953Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","10.012686252593994","101.91690444946289","0x8a021d","19148.453125","40400","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","380","","GIA866  ","0.12518310546875","342.169189453125","No ADS-B Emitter Category Information","","-84",""
"100","2025-10-15 05:28:24.227307Z","10.41.201.3","224.41.192.32","ASTERIX","110","0x84","0x33","0x0a","9.067239761352539","99.00237321853638","0x885301","19148.515625","20450","0","7","0","0","0","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","ED102/DO-260 [Ref. 7]","1090 ES","","192.25","","THA207  ","0.11456298828125","206.8121337890625","No ADS-B Emitter Category Information","","-82",""
"101","2025-10-15 05:28:24.433296Z","10.41.201.3","224.41.192.32","ASTERIX","119","0x84","0x33","0x0a","9.987945556640625","99.33749914169312","0x880c4b","19148.71875","40375","1","8","1","3","8","Measured per flight-hour","3","1","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2186","380","62.5","AIQ3225 ","0.13232421875","193.1011962890625","75000 lbs < medium a/c < 300000 lbs","38025","-87",""
"102","2025-10-15 05:28:24.478225Z","10.41.201.3","224.41.192.32","ASTERIX","121","0x84","0x33","0x0a","6.366770267486572","102.02406406402588","0x702034","19148.7578125","39300","2","8","1","3","9","Measured per flight-hour","2","2","11","PIC mapped from FTC and NIC Supplements","ED102A/DO-260B [Ref. 10]","1090 ES","2505","370","0","BBC584  ","0.1314697265625","154.7369384765625","75000 lbs < medium a/c < 300000 lbs","37000","-76",""
"103","2025-10-15 05:28:24.483332Z","10.41.201.3","224.41.192.32","ASTERIX","97","0x84","0x33","0x0a","6.936342716217041","100.39525508880615","0xadf025","19148.765625","","0","8","0","0","11","Measured per flight-hour","0","0","11","PIC mapped from FTC and NIC Supplements","DO-260A [Ref. 8]","1090 ES","","","","SITEMON ","","","Surface service vehicle","","-34",""
